<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
SPFB.RTS,D,20210816,000000,165830.0000000,167090.0000000,164700.0000000,166850.0000000,428845
SPFB.RTS,D,20210817,000000,166770.0000000,168450.0000000,166140.0000000,167500.0000000,435340
SPFB.RTS,D,20210818,000000,167500.0000000,169600.0000000,165630.0000000,165790.0000000,508168
SPFB.RTS,D,20210819,000000,165720.0000000,166020.0000000,162580.0000000,163700.0000000,653629
SPFB.RTS,D,20210820,000000,163640.0000000,163850.0000000,161330.0000000,162020.0000000,485096
SPFB.RTS,D,20210823,000000,162140.0000000,164900.0000000,162140.0000000,164700.0000000,318689
SPFB.RTS,D,20210824,000000,164730.0000000,165990.0000000,164110.0000000,165810.0000000,428916
SPFB.RTS,D,20210825,000000,165810.0000000,165860.0000000,164180.0000000,164750.0000000,397969
SPFB.RTS,D,20210826,000000,164740.0000000,164740.0000000,162250.0000000,162820.0000000,469335
SPFB.RTS,D,20210827,000000,162840.0000000,166400.0000000,162840.0000000,166300.0000000,461221
SPFB.RTS,D,20210830,000000,166390.0000000,167970.0000000,166310.0000000,167640.0000000,361652
SPFB.RTS,D,20210831,000000,167570.0000000,168940.0000000,167180.0000000,167970.0000000,467532
SPFB.RTS,D,20210901,000000,167950.0000000,171970.0000000,167950.0000000,171580.0000000,472370
SPFB.RTS,D,20210902,000000,171430.0000000,172720.0000000,170800.0000000,171280.0000000,394048
SPFB.RTS,D,20210903,000000,171430.0000000,173360.0000000,170910.0000000,173010.0000000,390262
SPFB.RTS,D,20210906,000000,172940.0000000,173790.0000000,172500.0000000,173580.0000000,254210
SPFB.RTS,D,20210907,000000,173660.0000000,174340.0000000,171890.0000000,172420.0000000,416359
SPFB.RTS,D,20210908,000000,172360.0000000,173390.0000000,170840.0000000,173250.0000000,516172
SPFB.RTS,D,20210909,000000,173100.0000000,173330.0000000,171220.0000000,171240.0000000,557005
SPFB.RTS,D,20210910,000000,171400.0000000,173420.0000000,169850.0000000,170100.0000000,212915
SPFB.RTS,D,20210913,000000,170300.0000000,173770.0000000,170040.0000000,173600.0000000,92109
SPFB.RTS,D,20210914,000000,173600.0000000,174390.0000000,173000.0000000,173400.0000000,141427
SPFB.RTS,D,20210915,000000,173410.0000000,176100.0000000,173310.0000000,176020.0000000,204929
SPFB.RTS,D,20210916,000000,175950.0000000,176040.0000000,173070.0000000,173570.0000000,498375
SPFB.RTS,D,20210917,000000,173470.0000000,174330.0000000,171550.0000000,171760.0000000,436261
SPFB.RTS,D,20210920,000000,171710.0000000,171710.0000000,167070.0000000,167700.0000000,670589
SPFB.RTS,D,20210921,000000,167830.0000000,170330.0000000,167830.0000000,169500.0000000,492944
SPFB.RTS,D,20210922,000000,169650.0000000,173440.0000000,169650.0000000,172300.0000000,538669
SPFB.RTS,D,20210923,000000,172300.0000000,174000.0000000,172170.0000000,173520.0000000,487260
SPFB.RTS,D,20210924,000000,173590.0000000,174200.0000000,171490.0000000,173710.0000000,505125
SPFB.RTS,D,20210927,000000,173780.0000000,176000.0000000,173780.0000000,175980.0000000,397801
SPFB.RTS,D,20210928,000000,176000.0000000,177060.0000000,173230.0000000,173510.0000000,723948
SPFB.RTS,D,20210929,000000,173510.0000000,174890.0000000,172800.0000000,174110.0000000,543667
SPFB.RTS,D,20210930,000000,174190.0000000,176270.0000000,173950.0000000,175750.0000000,634507
SPFB.RTS,D,20211001,000000,175680.0000000,176170.0000000,173590.0000000,175990.0000000,566827
SPFB.RTS,D,20211004,000000,175990.0000000,177480.0000000,175100.0000000,177410.0000000,565215
SPFB.RTS,D,20211005,000000,177440.0000000,182700.0000000,177130.0000000,182700.0000000,571766
SPFB.RTS,D,20211006,000000,182600.0000000,183800.0000000,178940.0000000,181110.0000000,932773
SPFB.RTS,D,20211007,000000,181050.0000000,184330.0000000,180000.0000000,183830.0000000,660256
SPFB.RTS,D,20211008,000000,183930.0000000,185160.0000000,182900.0000000,184300.0000000,450084
SPFB.RTS,D,20211011,000000,184410.0000000,186990.0000000,184410.0000000,186140.0000000,445586
SPFB.RTS,D,20211012,000000,186050.0000000,186280.0000000,184590.0000000,184730.0000000,491897
SPFB.RTS,D,20211013,000000,184790.0000000,185580.0000000,182610.0000000,185500.0000000,643214
SPFB.RTS,D,20211014,000000,185530.0000000,188320.0000000,185530.0000000,187340.0000000,509404
SPFB.RTS,D,20211015,000000,187370.0000000,188700.0000000,187120.0000000,188590.0000000,406095
SPFB.RTS,D,20211018,000000,188650.0000000,189640.0000000,186170.0000000,186990.0000000,501640
SPFB.RTS,D,20211019,000000,187090.0000000,190250.0000000,187090.0000000,190180.0000000,452939
SPFB.RTS,D,20211020,000000,190180.0000000,190520.0000000,188180.0000000,190000.0000000,485454
SPFB.RTS,D,20211021,000000,190000.0000000,190070.0000000,185720.0000000,186500.0000000,576650
SPFB.RTS,D,20211022,000000,186470.0000000,189620.0000000,185920.0000000,187080.0000000,638055
SPFB.RTS,D,20211025,000000,187120.0000000,191640.0000000,187120.0000000,191600.0000000,514613
SPFB.RTS,D,20211026,000000,191650.0000000,192720.0000000,190510.0000000,190860.0000000,493983
SPFB.RTS,D,20211027,000000,190750.0000000,190870.0000000,187220.0000000,187660.0000000,620756
SPFB.RTS,D,20211028,000000,187500.0000000,188390.0000000,185230.0000000,187630.0000000,694418
SPFB.RTS,D,20211029,000000,187540.0000000,188020.0000000,182610.0000000,184000.0000000,678316
SPFB.RTS,D,20211101,000000,184000.0000000,186720.0000000,183320.0000000,186110.0000000,517086
SPFB.RTS,D,20211102,000000,186120.0000000,186820.0000000,183280.0000000,184520.0000000,647049
SPFB.RTS,D,20211103,000000,184520.0000000,184520.0000000,181550.0000000,183730.0000000,629660
SPFB.RTS,D,20211105,000000,183830.0000000,184860.0000000,182000.0000000,184270.0000000,524704
SPFB.RTS,D,20211108,000000,184410.0000000,186170.0000000,184410.0000000,185350.0000000,487401
SPFB.RTS,D,20211109,000000,185350.0000000,187340.0000000,184520.0000000,185850.0000000,547270
SPFB.RTS,D,20211110,000000,185790.0000000,186670.0000000,181720.0000000,181850.0000000,705877
SPFB.RTS,D,20211111,000000,182000.0000000,185370.0000000,182000.0000000,183570.0000000,705831
SPFB.RTS,D,20211112,000000,183460.0000000,183730.0000000,177430.0000000,177890.0000000,948851
SPFB.RTS,D,20211115,000000,178000.0000000,181100.0000000,177540.0000000,179100.0000000,655506
SPFB.RTS,D,20211116,000000,179100.0000000,180230.0000000,176010.0000000,177150.0000000,745705
SPFB.RTS,D,20211117,000000,176910.0000000,179920.0000000,176200.0000000,178830.0000000,696302
SPFB.RTS,D,20211118,000000,178800.0000000,179440.0000000,175530.0000000,176200.0000000,718742
SPFB.RTS,D,20211119,000000,176260.0000000,178230.0000000,171090.0000000,171800.0000000,946205
SPFB.RTS,D,20211122,000000,172000.0000000,172990.0000000,161100.0000000,162130.0000000,1410745
SPFB.RTS,D,20211123,000000,162130.0000000,169180.0000000,158310.0000000,169010.0000000,1325998
SPFB.RTS,D,20211124,000000,169010.0000000,170060.0000000,164740.0000000,165910.0000000,1136540
SPFB.RTS,D,20211125,000000,166100.0000000,168480.0000000,165620.0000000,166100.0000000,579656
SPFB.RTS,D,20211126,000000,165940.0000000,165940.0000000,157810.0000000,158020.0000000,1110715
SPFB.RTS,D,20211129,000000,158190.0000000,166230.0000000,158190.0000000,164110.0000000,958733
SPFB.RTS,D,20211130,000000,164200.0000000,165080.0000000,160400.0000000,163950.0000000,1069963
SPFB.RTS,D,20211201,000000,164000.0000000,169240.0000000,164000.0000000,165980.0000000,838796
SPFB.RTS,D,20211202,000000,166220.0000000,169430.0000000,165980.0000000,169260.0000000,837075
SPFB.RTS,D,20211203,000000,169200.0000000,169880.0000000,165240.0000000,166470.0000000,676306
SPFB.RTS,D,20211206,000000,166530.0000000,168580.0000000,161600.0000000,162410.0000000,826672
SPFB.RTS,D,20211207,000000,162580.0000000,165630.0000000,161570.0000000,164710.0000000,781722
SPFB.RTS,D,20211208,000000,164750.0000000,166990.0000000,161160.0000000,162630.0000000,849163
SPFB.RTS,D,20211209,000000,162760.0000000,164510.0000000,161430.0000000,162690.0000000,672393
SPFB.RTS,D,20211210,000000,162690.0000000,163090.0000000,159000.0000000,160000.0000000,287874
SPFB.RTS,D,20211213,000000,160150.0000000,161370.0000000,152010.0000000,152030.0000000,172270
SPFB.RTS,D,20211214,000000,152030.0000000,154570.0000000,148460.0000000,153740.0000000,275327
SPFB.RTS,D,20211215,000000,153640.0000000,155760.0000000,152250.0000000,155540.0000000,317365
SPFB.RTS,D,20211216,000000,155550.0000000,159820.0000000,155550.0000000,157910.0000000,711907
SPFB.RTS,D,20211217,000000,157900.0000000,158160.0000000,156260.0000000,157680.0000000,622667
SPFB.RTS,D,20211220,000000,157620.0000000,157620.0000000,153420.0000000,155500.0000000,634444
SPFB.RTS,D,20211221,000000,155500.0000000,157850.0000000,155370.0000000,157350.0000000,588633
SPFB.RTS,D,20211222,000000,157350.0000000,160150.0000000,156630.0000000,158670.0000000,517043
SPFB.RTS,D,20211223,000000,158680.0000000,160370.0000000,157530.0000000,158180.0000000,548558
SPFB.RTS,D,20211224,000000,158030.0000000,158880.0000000,156130.0000000,157470.0000000,325407
SPFB.RTS,D,20211227,000000,157890.0000000,160500.0000000,157890.0000000,160490.0000000,394134
SPFB.RTS,D,20211228,000000,160490.0000000,161900.0000000,160030.0000000,160110.0000000,428401
SPFB.RTS,D,20211229,000000,160100.0000000,160960.0000000,158230.0000000,159390.0000000,478080
SPFB.RTS,D,20211230,000000,159440.0000000,160080.0000000,157830.0000000,159760.0000000,349912
SPFB.RTS,D,20220103,000000,159950.0000000,163840.0000000,159200.0000000,163110.0000000,395977
SPFB.RTS,D,20220104,000000,163110.0000000,163860.0000000,161110.0000000,161350.0000000,494281
SPFB.RTS,D,20220105,000000,161350.0000000,161350.0000000,151620.0000000,152000.0000000,727481
SPFB.RTS,D,20220106,000000,151620.0000000,155840.0000000,150270.0000000,155240.0000000,804537
SPFB.RTS,D,20220107,000000,155310.0000000,158320.0000000,154320.0000000,157500.0000000,300983
SPFB.RTS,D,20220110,000000,157600.0000000,159470.0000000,155520.0000000,157760.0000000,643298
SPFB.RTS,D,20220111,000000,157800.0000000,161130.0000000,157280.0000000,160320.0000000,604572
SPFB.RTS,D,20220112,000000,160500.0000000,162180.0000000,159400.0000000,161710.0000000,622101
SPFB.RTS,D,20220113,000000,161690.0000000,161690.0000000,151100.0000000,152750.0000000,1187521
SPFB.RTS,D,20220114,000000,152770.0000000,154880.0000000,144350.0000000,150210.0000000,1512627
SPFB.RTS,D,20220117,000000,150120.0000000,152000.0000000,144700.0000000,147610.0000000,1096260
SPFB.RTS,D,20220118,000000,147720.0000000,148570.0000000,135620.0000000,137480.0000000,1600912
SPFB.RTS,D,20220119,000000,137360.0000000,145580.0000000,131430.0000000,142830.0000000,1536523
SPFB.RTS,D,20220120,000000,142990.0000000,146840.0000000,140100.0000000,141830.0000000,1300463
SPFB.RTS,D,20220121,000000,141760.0000000,144470.0000000,138450.0000000,138770.0000000,1163892
SPFB.RTS,D,20220124,000000,138820.0000000,140780.0000000,125620.0000000,131500.0000000,1708992
SPFB.RTS,D,20220125,000000,131500.0000000,135290.0000000,128760.0000000,134880.0000000,1328454
SPFB.RTS,D,20220126,000000,134710.0000000,136120.0000000,130570.0000000,131490.0000000,1437600
SPFB.RTS,D,20220127,000000,131450.0000000,143790.0000000,128920.0000000,139890.0000000,1540856
SPFB.RTS,D,20220128,000000,140130.0000000,143370.0000000,139300.0000000,141120.0000000,953736
SPFB.RTS,D,20220131,000000,141160.0000000,145400.0000000,141160.0000000,145120.0000000,649256
SPFB.RTS,D,20220201,000000,145100.0000000,147480.0000000,144110.0000000,146330.0000000,778976
SPFB.RTS,D,20220202,000000,146350.0000000,148750.0000000,145180.0000000,147160.0000000,704165
SPFB.RTS,D,20220203,000000,146910.0000000,146930.0000000,141680.0000000,142780.0000000,821293
SPFB.RTS,D,20220204,000000,143000.0000000,147510.0000000,143000.0000000,145410.0000000,791968
SPFB.RTS,D,20220207,000000,145260.0000000,146750.0000000,143220.0000000,145230.0000000,574969
SPFB.RTS,D,20220208,000000,145140.0000000,149790.0000000,144590.0000000,149600.0000000,638254
SPFB.RTS,D,20220209,000000,149630.0000000,153780.0000000,149630.0000000,153550.0000000,588190
SPFB.RTS,D,20220210,000000,153490.0000000,155240.0000000,151310.0000000,152000.0000000,803300
SPFB.RTS,D,20220211,000000,152000.0000000,152000.0000000,137370.0000000,141490.0000000,1226861
SPFB.RTS,D,20220214,000000,141430.0000000,146180.0000000,135650.0000000,143800.0000000,1483225
SPFB.RTS,D,20220215,000000,143800.0000000,151950.0000000,143800.0000000,151750.0000000,1057019
SPFB.RTS,D,20220216,000000,151750.0000000,154680.0000000,151340.0000000,153050.0000000,868598
SPFB.RTS,D,20220217,000000,153050.0000000,153190.0000000,144400.0000000,145560.0000000,1239633
SPFB.RTS,D,20220218,000000,145680.0000000,148490.0000000,137160.0000000,137510.0000000,1200891
SPFB.RTS,D,20220221,000000,137500.0000000,142900.0000000,109560.0000000,115650.0000000,2728293
SPFB.RTS,D,20220222,000000,115260.0000000,124750.0000000,109720.0000000,124030.0000000,2190606
SPFB.RTS,D,20220223,000000,124200.0000000,124660.0000000,108000.0000000,108300.0000000,1126882
SPFB.RTS,D,20220224,000000,108250.0000000,108250.0000000,65290.0000000,83310.0000000,722291
SPFB.RTS,D,20220225,000000,83010.0000000,100700.0000000,82000.0000000,90230.0000000,528129
SPFB.RTS,D,20220324,000000,68740.0000000,87800.0000000,68740.0000000,79990.0000000,9239
SPFB.RTS,D,20220325,000000,80000.0000000,82860.0000000,72740.0000000,75300.0000000,16845
SPFB.RTS,D,20220328,000000,74000.0000000,77200.0000000,71300.0000000,76300.0000000,13257
SPFB.RTS,D,20220329,000000,76500.0000000,92750.0000000,75100.0000000,90610.0000000,71552
SPFB.RTS,D,20220330,000000,91500.0000000,95890.0000000,88850.0000000,95650.0000000,49252
SPFB.RTS,D,20220331,000000,95000.0000000,99940.0000000,93340.0000000,98930.0000000,66658
SPFB.RTS,D,20220401,000000,99600.0000000,104970.0000000,97170.0000000,100000.0000000,85039
SPFB.RTS,D,20220404,000000,100820.0000000,103500.0000000,97430.0000000,101980.0000000,96301
SPFB.RTS,D,20220405,000000,102500.0000000,103200.0000000,93550.0000000,97250.0000000,121458
SPFB.RTS,D,20220406,000000,96960.0000000,100470.0000000,94400.0000000,99670.0000000,107440
SPFB.RTS,D,20220407,000000,99740.0000000,106490.0000000,99620.0000000,106000.0000000,114941
SPFB.RTS,D,20220408,000000,105710.0000000,109500.0000000,104160.0000000,106150.0000000,139068
SPFB.RTS,D,20220411,000000,105040.0000000,105040.0000000,98000.0000000,101820.0000000,100601
SPFB.RTS,D,20220412,000000,101980.0000000,103490.0000000,97050.0000000,100390.0000000,103718
SPFB.RTS,D,20220413,000000,100540.0000000,101550.0000000,98220.0000000,98780.0000000,76485
SPFB.RTS,D,20220414,000000,98990.0000000,99600.0000000,93050.0000000,93540.0000000,113836
SPFB.RTS,D,20220415,000000,92940.0000000,97140.0000000,91020.0000000,96850.0000000,142708
SPFB.RTS,D,20220418,000000,96650.0000000,97860.0000000,91910.0000000,92620.0000000,135928
SPFB.RTS,D,20220419,000000,92020.0000000,93750.0000000,88070.0000000,93750.0000000,167096
SPFB.RTS,D,20220420,000000,93960.0000000,96820.0000000,90220.0000000,95680.0000000,218236
SPFB.RTS,D,20220421,000000,95820.0000000,97200.0000000,91690.0000000,94500.0000000,241058
SPFB.RTS,D,20220422,000000,94160.0000000,97350.0000000,91930.0000000,92030.0000000,151861
SPFB.RTS,D,20220425,000000,91600.0000000,93980.0000000,89960.0000000,93350.0000000,144568
SPFB.RTS,D,20220426,000000,93970.0000000,98940.0000000,93510.0000000,98100.0000000,142492
SPFB.RTS,D,20220427,000000,98440.0000000,103500.0000000,96640.0000000,103340.0000000,148610
SPFB.RTS,D,20220428,000000,103510.0000000,107330.0000000,100380.0000000,101900.0000000,239978
SPFB.RTS,D,20220429,000000,101900.0000000,107850.0000000,101140.0000000,107850.0000000,201005
SPFB.RTS,D,20220504,000000,108000.0000000,113120.0000000,103200.0000000,107880.0000000,187275
SPFB.RTS,D,20220505,000000,108380.0000000,111990.0000000,108380.0000000,109590.0000000,172442
SPFB.RTS,D,20220506,000000,109400.0000000,110790.0000000,102510.0000000,103680.0000000,177295
SPFB.RTS,D,20220511,000000,104400.0000000,111790.0000000,101550.0000000,111660.0000000,210136
SPFB.RTS,D,20220512,000000,111410.0000000,112710.0000000,107230.0000000,112710.0000000,208698
SPFB.RTS,D,20220513,000000,112880.0000000,114290.0000000,107650.0000000,111730.0000000,197947
SPFB.RTS,D,20220516,000000,110910.0000000,117900.0000000,110470.0000000,116300.0000000,166613
SPFB.RTS,D,20220517,000000,116810.0000000,118400.0000000,114600.0000000,118150.0000000,145160
SPFB.RTS,D,20220518,000000,118400.0000000,121610.0000000,117570.0000000,118210.0000000,139174
SPFB.RTS,D,20220519,000000,117760.0000000,121320.0000000,115810.0000000,120870.0000000,177680
SPFB.RTS,D,20220520,000000,121190.0000000,126210.0000000,118560.0000000,121160.0000000,203375
SPFB.RTS,D,20220523,000000,119970.0000000,123990.0000000,119210.0000000,120190.0000000,161169
SPFB.RTS,D,20220524,000000,119260.0000000,123500.0000000,116190.0000000,123080.0000000,219417
SPFB.RTS,D,20220525,000000,123500.0000000,125420.0000000,116340.0000000,118500.0000000,245800
SPFB.RTS,D,20220526,000000,118680.0000000,120790.0000000,111800.0000000,115240.0000000,286441
SPFB.RTS,D,20220527,000000,115940.0000000,116000.0000000,111080.0000000,112000.0000000,214984
SPFB.RTS,D,20220530,000000,112250.0000000,118330.0000000,112080.0000000,117710.0000000,208838
SPFB.RTS,D,20220531,000000,117140.0000000,119840.0000000,113960.0000000,117100.0000000,184874
SPFB.RTS,D,20220601,000000,116670.0000000,120490.0000000,115650.0000000,120100.0000000,140415
SPFB.RTS,D,20220602,000000,119900.0000000,121000.0000000,115430.0000000,116670.0000000,166557
SPFB.RTS,D,20220603,000000,116700.0000000,118300.0000000,113010.0000000,117500.0000000,177799
SPFB.RTS,D,20220606,000000,118200.0000000,119250.0000000,114310.0000000,115350.0000000,156735
SPFB.RTS,D,20220607,000000,115050.0000000,117050.0000000,113500.0000000,115720.0000000,145489
SPFB.RTS,D,20220608,000000,116000.0000000,121200.0000000,115520.0000000,120840.0000000,166393
SPFB.RTS,D,20220609,000000,121130.0000000,122300.0000000,117480.0000000,118200.0000000,228307
SPFB.RTS,D,20220610,000000,117900.0000000,124460.0000000,116970.0000000,124220.0000000,205730
SPFB.RTS,D,20220614,000000,123990.0000000,127900.0000000,120090.0000000,126500.0000000,182832
SPFB.RTS,D,20220615,000000,114660.0000000,119000.0000000,113400.0000000,118710.0000000,35784
SPFB.RTS,D,20220616,000000,118620.0000000,120990.0000000,117540.0000000,120040.0000000,86128
SPFB.RTS,D,20220617,000000,120140.0000000,120810.0000000,117060.0000000,117700.0000000,121856
SPFB.RTS,D,20220620,000000,117610.0000000,121470.0000000,116800.0000000,120930.0000000,113128
SPFB.RTS,D,20220621,000000,121270.0000000,122630.0000000,119730.0000000,121290.0000000,120961
SPFB.RTS,D,20220622,000000,120970.0000000,124500.0000000,119520.0000000,124490.0000000,138708
SPFB.RTS,D,20220623,000000,124310.0000000,126460.0000000,123220.0000000,126080.0000000,118127
SPFB.RTS,D,20220624,000000,126250.0000000,126370.0000000,123060.0000000,125900.0000000,117602
SPFB.RTS,D,20220627,000000,126000.0000000,130770.0000000,124200.0000000,130090.0000000,120362
SPFB.RTS,D,20220628,000000,130370.0000000,135200.0000000,128730.0000000,134880.0000000,146580
SPFB.RTS,D,20220629,000000,134940.0000000,138490.0000000,127010.0000000,127110.0000000,237818
SPFB.RTS,D,20220630,000000,127030.0000000,130300.0000000,121500.0000000,127140.0000000,270847
SPFB.RTS,D,20220701,000000,126750.0000000,128500.0000000,117530.0000000,120050.0000000,236124
SPFB.RTS,D,20220704,000000,119750.0000000,122400.0000000,117270.0000000,118730.0000000,156372
SPFB.RTS,D,20220705,000000,119010.0000000,120200.0000000,111500.0000000,111650.0000000,227042
SPFB.RTS,D,20220706,000000,111550.0000000,115200.0000000,108740.0000000,108750.0000000,224956
SPFB.RTS,D,20220707,000000,108940.0000000,112960.0000000,108100.0000000,112460.0000000,159984
SPFB.RTS,D,20220708,000000,113000.0000000,114730.0000000,111330.0000000,112500.0000000,127425
SPFB.RTS,D,20220711,000000,112490.0000000,114500.0000000,107250.0000000,114500.0000000,207297
SPFB.RTS,D,20220712,000000,114210.0000000,114850.0000000,110250.0000000,111180.0000000,191509
SPFB.RTS,D,20220713,000000,111310.0000000,112820.0000000,107800.0000000,110210.0000000,168000
SPFB.RTS,D,20220714,000000,110420.0000000,113270.0000000,107110.0000000,107910.0000000,188249
SPFB.RTS,D,20220715,000000,108020.0000000,114000.0000000,107560.0000000,113540.0000000,181018
SPFB.RTS,D,20220718,000000,113600.0000000,115500.0000000,112590.0000000,114120.0000000,139353
SPFB.RTS,D,20220719,000000,114140.0000000,115100.0000000,110830.0000000,115090.0000000,162177
SPFB.RTS,D,20220720,000000,114910.0000000,117960.0000000,114350.0000000,115760.0000000,162008
SPFB.RTS,D,20220721,000000,115940.0000000,116000.0000000,107650.0000000,110510.0000000,214093
SPFB.RTS,D,20220722,000000,110630.0000000,112970.0000000,109470.0000000,112260.0000000,155203
SPFB.RTS,D,20220725,000000,112260.0000000,113220.0000000,110520.0000000,110750.0000000,104925
SPFB.RTS,D,20220726,000000,110880.0000000,112200.0000000,108180.0000000,108590.0000000,119833
SPFB.RTS,D,20220727,000000,108710.0000000,112440.0000000,108240.0000000,112370.0000000,142239
SPFB.RTS,D,20220728,000000,112440.0000000,112760.0000000,105870.0000000,107730.0000000,179558
SPFB.RTS,D,20220729,000000,107870.0000000,109700.0000000,105270.0000000,106190.0000000,154683
SPFB.RTS,D,20220801,000000,106340.0000000,108670.0000000,103110.0000000,108090.0000000,190400
SPFB.RTS,D,20220802,000000,108070.0000000,109060.0000000,104690.0000000,105090.0000000,149339
SPFB.RTS,D,20220803,000000,105240.0000000,107870.0000000,103700.0000000,103710.0000000,131172
SPFB.RTS,D,20220804,000000,103850.0000000,105720.0000000,103330.0000000,104700.0000000,106641
SPFB.RTS,D,20220805,000000,104760.0000000,105290.0000000,100100.0000000,102710.0000000,159780
SPFB.RTS,D,20220808,000000,102800.0000000,107200.0000000,101570.0000000,102270.0000000,180408
SPFB.RTS,D,20220809,000000,102010.0000000,106480.0000000,101790.0000000,106180.0000000,137992
SPFB.RTS,D,20220810,000000,106090.0000000,107110.0000000,104940.0000000,106240.0000000,132455
SPFB.RTS,D,20220811,000000,106250.0000000,107620.0000000,103930.0000000,104700.0000000,134452
SPFB.RTS,D,20220812,000000,104720.0000000,108490.0000000,102700.0000000,108200.0000000,170453
SPFB.RTS,D,20220815,000000,108130.0000000,108270.0000000,104200.0000000,107100.0000000,154126
SPFB.RTS,D,20220816,000000,107130.0000000,110620.0000000,106530.0000000,110210.0000000,133696
SPFB.RTS,D,20220817,000000,110210.0000000,111190.0000000,108000.0000000,109930.0000000,175418
SPFB.RTS,D,20220818,000000,109850.0000000,112050.0000000,107760.0000000,111790.0000000,192157
SPFB.RTS,D,20220819,000000,111670.0000000,112600.0000000,110050.0000000,112590.0000000,145596
SPFB.RTS,D,20220822,000000,112450.0000000,114120.0000000,110400.0000000,113500.0000000,159202
SPFB.RTS,D,20220823,000000,113470.0000000,115190.0000000,112670.0000000,114750.0000000,122108
SPFB.RTS,D,20220824,000000,114750.0000000,115190.0000000,113620.0000000,114440.0000000,86949
SPFB.RTS,D,20220825,000000,114480.0000000,116530.0000000,111120.0000000,111810.0000000,192101
SPFB.RTS,D,20220826,000000,111910.0000000,114270.0000000,111340.0000000,112850.0000000,130287
SPFB.RTS,D,20220829,000000,112750.0000000,115480.0000000,111800.0000000,115330.0000000,117596
SPFB.RTS,D,20220830,000000,115350.0000000,124640.0000000,113150.0000000,124560.0000000,222731
SPFB.RTS,D,20220831,000000,124500.0000000,127460.0000000,119600.0000000,122370.0000000,187942
SPFB.RTS,D,20220901,000000,122660.0000000,127300.0000000,121110.0000000,126890.0000000,169779
SPFB.RTS,D,20220902,000000,126900.0000000,127250.0000000,124580.0000000,125410.0000000,125015
SPFB.RTS,D,20220905,000000,125590.0000000,127900.0000000,123360.0000000,127360.0000000,149745
SPFB.RTS,D,20220906,000000,127270.0000000,127680.0000000,121600.0000000,122820.0000000,184601
SPFB.RTS,D,20220907,000000,122810.0000000,124410.0000000,121360.0000000,122070.0000000,142744
SPFB.RTS,D,20220908,000000,122150.0000000,123890.0000000,121700.0000000,122810.0000000,129515
SPFB.RTS,D,20220909,000000,122890.0000000,125650.0000000,122810.0000000,125220.0000000,101335
SPFB.RTS,D,20220912,000000,125190.0000000,128420.0000000,124430.0000000,127150.0000000,109571
SPFB.RTS,D,20220913,000000,127130.0000000,129100.0000000,126500.0000000,126850.0000000,118992
SPFB.RTS,D,20220914,000000,116670.0000000,117710.0000000,114660.0000000,117450.0000000,43377
SPFB.RTS,D,20220915,000000,117380.0000000,119570.0000000,114140.0000000,115210.0000000,146291
SPFB.RTS,D,20220916,000000,115160.0000000,117150.0000000,113900.0000000,115650.0000000,139677
SPFB.RTS,D,20220919,000000,115490.0000000,117300.0000000,114740.0000000,116950.0000000,135513
SPFB.RTS,D,20220920,000000,116850.0000000,117280.0000000,104020.0000000,106940.0000000,391775
SPFB.RTS,D,20220921,000000,106820.0000000,107380.0000000,95350.0000000,103250.0000000,318233
SPFB.RTS,D,20220922,000000,103250.0000000,109420.0000000,102230.0000000,106880.0000000,200069
SPFB.RTS,D,20220923,000000,106850.0000000,108670.0000000,103220.0000000,104480.0000000,228323
SPFB.RTS,D,20220926,000000,104480.0000000,104480.0000000,96500.0000000,96580.0000000,336139
SPFB.RTS,D,20220927,000000,96730.0000000,101430.0000000,95050.0000000,98480.0000000,263628
SPFB.RTS,D,20220928,000000,98460.0000000,100880.0000000,95920.0000000,98980.0000000,242671
SPFB.RTS,D,20220929,000000,98790.0000000,101870.0000000,97150.0000000,101620.0000000,235893
SPFB.RTS,D,20220930,000000,101480.0000000,109050.0000000,97130.0000000,99300.0000000,378528
SPFB.RTS,D,20221003,000000,99430.0000000,105000.0000000,99240.0000000,104830.0000000,184308
SPFB.RTS,D,20221004,000000,104900.0000000,106590.0000000,102150.0000000,104730.0000000,191642
SPFB.RTS,D,20221005,000000,104790.0000000,105440.0000000,100170.0000000,101970.0000000,192655
SPFB.RTS,D,20221006,000000,101980.0000000,103520.0000000,100800.0000000,101000.0000000,135491
SPFB.RTS,D,20221007,000000,101110.0000000,101610.0000000,97670.0000000,98050.0000000,154308
SPFB.RTS,D,20221010,000000,97700.0000000,99820.0000000,92100.0000000,99090.0000000,219577
SPFB.RTS,D,20221011,000000,99020.0000000,101200.0000000,96420.0000000,100490.0000000,164335
SPFB.RTS,D,20221012,000000,100480.0000000,102570.0000000,98600.0000000,99080.0000000,144993
SPFB.RTS,D,20221013,000000,99340.0000000,100830.0000000,97670.0000000,98680.0000000,141288
SPFB.RTS,D,20221014,000000,98700.0000000,99950.0000000,96790.0000000,99530.0000000,123069
SPFB.RTS,D,20221017,000000,99330.0000000,104250.0000000,99150.0000000,104160.0000000,131809
SPFB.RTS,D,20221018,000000,103950.0000000,105380.0000000,101800.0000000,102300.0000000,162969
SPFB.RTS,D,20221019,000000,102310.0000000,103890.0000000,100750.0000000,103030.0000000,172136
SPFB.RTS,D,20221020,000000,103000.0000000,104540.0000000,102580.0000000,103890.0000000,137180
